dep_delay,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,time_hour,airline_name,flight_date,departure_time,arrival_time,dep_delay_status,distance_category
8,-2,UA,1183,N78501,EWR,RSW,165,1068,06-01-2013 14:00,United Air Lines Inc.,06-01-2013,02:48:00 PM,05:50:00 PM,Delayed,Medium  Haul
-6,0,9E,3318,N901XJ,JFK,BUF,64,301,06-01-2013 14:00,Endeavor Air Inc.,06-01-2013,02:49:00 PM,04:37:00 PM,On Time,Short Haul
0,8,MQ,4403,N828MQ,JFK,RDU,103,427,06-01-2013 14:00,Envoy Air,06-01-2013,02:50:00 PM,04:48:00 PM,On Time,Short Haul
-4,9,EV,4572,N12921,EWR,GSP,109,594,06-01-2013 14:00,Expressjet Airlines Inc.,06-01-2013,02:51:00 PM,05:03:00 PM,On Time,Medium  Haul
-4,28,AA,1769,N5BVAA,JFK,MIA,161,1089,06-01-2013 14:00,American Airlines Inc.,06-01-2013,02:51:00 PM,06:53:00 PM,On Time,Medium  Haul
-8,0,B6,1053,N273JB,JFK,PIT,79,340,06-01-2013 14:00,Jetblue Airways,06-01-2013,02:51:00 PM,04:45:00 PM,On Time,Short Haul
0,18,DL,1231,N944DL,LGA,DTW,86,502,06-01-2013 14:00,Delta Air Lines Inc.,06-01-2013,02:52:00 PM,05:13:00 PM,On Time,Medium  Haul
12,3,UA,268,N838UA,EWR,BOS,40,200,06-01-2013 14:00,United Air Lines Inc.,06-01-2013,02:52:00 PM,03:51:00 PM,Delayed,Short Haul
8,-1,EV,4596,N19554,EWR,STL,140,872,06-01-2013 14:00,Expressjet Airlines Inc.,06-01-2013,02:53:00 PM,04:33:00 PM,Delayed,Medium  Haul
-7,7,DL,2347,N617DL,LGA,ATL,125,762,06-01-2013 15:00,Delta Air Lines Inc.,06-01-2013,02:53:00 PM,05:49:00 PM,On Time,Medium  Haul
-7,-14,US,2179,N959UW,LGA,DCA,50,214,06-01-2013 15:00,Us Airways Inc.,06-01-2013,02:53:00 PM,04:06:00 PM,On Time,Short Haul
57,52,EV,4434,N16918,EWR,MHT,47,209,06-01-2013 13:00,Expressjet Airlines Inc.,06-01-2013,02:54:00 PM,03:55:00 PM,Delayed,Short Haul
-6,-18,MQ,4429,N719MQ,LGA,CMH,87,479,06-01-2013 15:00,Envoy Air,06-01-2013,02:54:00 PM,04:37:00 PM,On Time,Short Haul
44,28,MQ,4491,N713MQ,LGA,CLE,75,419,06-01-2013 14:00,Envoy Air,06-01-2013,02:54:00 PM,04:23:00 PM,Delayed,Short Haul
-4,4,EV,4571,N16919,EWR,PWM,50,284,06-01-2013 15:00,Expressjet Airlines Inc.,06-01-2013,02:56:00 PM,04:17:00 PM,On Time,Short Haul
-4,-1,US,720,N185UW,EWR,CLT,93,529,06-01-2013 15:00,Us Airways Inc.,06-01-2013,02:56:00 PM,04:55:00 PM,On Time,Medium  Haul
62,80,B6,83,N519JB,JFK,SEA,351,2422,06-01-2013 13:00,Jetblue Airways,06-01-2013,02:57:00 PM,06:29:00 PM,Delayed,Long Haul
-2,-18,AA,1925,N3BGAA,LGA,MIA,163,1096,06-01-2013 15:00,American Airlines Inc.,06-01-2013,02:58:00 PM,06:07:00 PM,On Time,Medium  Haul
2,20,B6,141,N794JB,JFK,PBI,165,1028,06-01-2013 14:00,Jetblue Airways,06-01-2013,02:59:00 PM,06:21:00 PM,Delayed,Medium  Haul
-6,-25,WN,1197,N259WN,LGA,MKE,117,738,06-01-2013 15:00,Southwest Airlines Co.,06-01-2013,02:59:00 PM,04:20:00 PM,On Time,Medium  Haul
0,-3,DL,963,N717TW,JFK,LAX,345,2475,06-01-2013 15:00,Delta Air Lines Inc.,06-01-2013,03:00:00 PM,06:34:00 PM,On Time,Long Haul
-10,-7,MQ,4447,N722MQ,LGA,RDU,83,431,06-01-2013 15:00,Envoy Air,06-01-2013,03:00:00 PM,04:48:00 PM,On Time,Short Haul
-3,-5,9E,3393,N912XJ,JFK,DCA,44,213,06-01-2013 15:00,Endeavor Air Inc.,06-01-2013,03:02:00 PM,04:32:00 PM,On Time,Short Haul
-8,-16,MQ,4309,N603MQ,JFK,IND,111,665,06-01-2013 15:00,Envoy Air,06-01-2013,03:02:00 PM,05:29:00 PM,On Time,Medium  Haul
4,20,B6,63,N708JB,JFK,TPA,163,1005,06-01-2013 14:00,Jetblue Airways,06-01-2013,03:03:00 PM,06:25:00 PM,Delayed,Medium  Haul
-7,-1,MQ,4579,N9EAMQ,LGA,CLT,93,544,06-01-2013 15:00,Envoy Air,06-01-2013,03:03:00 PM,05:09:00 PM,On Time,Medium  Haul
5,27,B6,377,N559JB,LGA,FLL,176,1076,06-01-2013 14:00,Jetblue Airways,06-01-2013,03:04:00 PM,06:33:00 PM,Delayed,Medium  Haul
5,18,UA,1601,N37427,EWR,FLL,180,1065,06-01-2013 14:00,United Air Lines Inc.,06-01-2013,03:04:00 PM,06:25:00 PM,Delayed,Medium  Haul
-6,-32,UA,745,N584UA,LGA,DEN,221,1620,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,03:05:00 PM,05:08:00 PM,On Time,Long Haul
1,-11,AA,759,N3GUAA,LGA,DFW,213,1389,06-01-2013 15:00,American Airlines Inc.,06-01-2013,03:06:00 PM,06:09:00 PM,Delayed,Medium  Haul
12,16,B6,8,N796JB,JFK,BUF,66,301,06-01-2013 14:00,Jetblue Airways,06-01-2013,03:07:00 PM,04:44:00 PM,Delayed,Short Haul
4,4,EV,4212,N18101,EWR,RDU,75,416,06-01-2013 15:00,Expressjet Airlines Inc.,06-01-2013,03:08:00 PM,04:44:00 PM,Delayed,Short Haul
0,13,UA,750,N535UA,EWR,MCO,142,937,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,03:10:00 PM,06:14:00 PM,On Time,Medium  Haul
8,-12,UA,279,N458UA,EWR,ORD,116,719,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,03:12:00 PM,04:28:00 PM,Delayed,Medium  Haul
5,17,EV,4326,N12924,EWR,CLT,98,529,06-01-2013 15:00,Expressjet Airlines Inc.,06-01-2013,03:13:00 PM,05:22:00 PM,Delayed,Medium  Haul
7,-8,UA,1285,N17128,EWR,LAX,335,2454,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,03:13:00 PM,06:11:00 PM,Delayed,Long Haul
0,0,MQ,4333,N932MQ,JFK,PIT,73,340,06-01-2013 15:00,Envoy Air,06-01-2013,03:15:00 PM,05:00:00 PM,On Time,Short Haul
41,50,UA,404,N571UA,EWR,MIA,165,1085,06-01-2013 14:00,United Air Lines Inc.,06-01-2013,03:15:00 PM,06:27:00 PM,Delayed,Medium  Haul
21,0,AA,337,N597AA,LGA,ORD,118,733,06-01-2013 14:00,American Airlines Inc.,06-01-2013,03:16:00 PM,04:45:00 PM,Delayed,Medium  Haul
13,34,EV,3817,N10575,EWR,JAX,145,820,06-01-2013 15:00,Expressjet Airlines Inc.,06-01-2013,03:18:00 PM,06:11:00 PM,Delayed,Medium  Haul
21,34,B6,119,N353JB,JFK,MSY,200,1182,06-01-2013 14:00,Jetblue Airways,06-01-2013,03:18:00 PM,06:04:00 PM,Delayed,Medium  Haul
-1,6,DL,2115,N369NW,LGA,MIA,177,1096,06-01-2013 15:00,Delta Air Lines Inc.,06-01-2013,03:19:00 PM,06:48:00 PM,On Time,Medium  Haul
-11,-7,AA,2223,N4UBAA,LGA,STL,147,888,06-01-2013 15:00,American Airlines Inc.,06-01-2013,03:19:00 PM,05:18:00 PM,On Time,Medium  Haul
44,46,EV,3832,N13995,EWR,DCA,44,199,06-01-2013 14:00,Expressjet Airlines Inc.,06-01-2013,03:20:00 PM,04:29:00 PM,Delayed,Short Haul
3,25,B6,537,N510JB,EWR,TPA,167,997,06-01-2013 15:00,Jetblue Airways,06-01-2013,03:20:00 PM,06:36:00 PM,Delayed,Medium  Haul
-8,-10,9E,3719,N8877A,LGA,RIC,61,292,06-01-2013 15:00,Endeavor Air Inc.,06-01-2013,03:22:00 PM,05:01:00 PM,On Time,Short Haul
-3,-4,EV,4170,N27200,EWR,GRR,96,605,06-01-2013 15:00,Expressjet Airlines Inc.,06-01-2013,03:23:00 PM,05:27:00 PM,On Time,Medium  Haul
4,2,9E,4105,N8646A,JFK,IAD,48,228,06-01-2013 15:00,Endeavor Air Inc.,06-01-2013,03:24:00 PM,04:56:00 PM,Delayed,Short Haul
-1,-2,MQ,3823,N534MQ,JFK,DCA,51,213,06-01-2013 15:00,Envoy Air,06-01-2013,03:24:00 PM,04:53:00 PM,On Time,Short Haul
-5,-7,US,1665,N716UW,LGA,CLT,98,544,06-01-2013 15:00,Us Airways Inc.,06-01-2013,03:25:00 PM,05:30:00 PM,On Time,Medium  Haul
-4,42,AA,1039,N3FHAA,JFK,FLL,173,1069,06-01-2013 15:00,American Airlines Inc.,06-01-2013,03:26:00 PM,07:37:00 PM,On Time,Medium  Haul
-7,-25,AA,763,N3ETAA,LGA,DFW,205,1389,06-01-2013 15:00,American Airlines Inc.,06-01-2013,03:28:00 PM,06:25:00 PM,On Time,Medium  Haul
0,37,MQ,4146,N617MQ,JFK,CMH,104,483,06-01-2013 15:00,Envoy Air,06-01-2013,03:30:00 PM,06:02:00 PM,On Time,Short Haul
0,-10,UA,161,N14102,JFK,LAX,328,2475,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,03:30:00 PM,06:44:00 PM,On Time,Long Haul
-6,-5,UA,1710,N73251,LGA,CLE,78,419,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,03:30:00 PM,05:26:00 PM,On Time,Short Haul
-1,3,B6,137,N618JB,JFK,RSW,170,1074,06-01-2013 15:00,Jetblue Airways,06-01-2013,03:32:00 PM,07:00:00 PM,On Time,Medium  Haul
15,16,B6,153,N712JB,JFK,MCO,145,944,06-01-2013 15:00,Jetblue Airways,06-01-2013,03:33:00 PM,06:39:00 PM,Delayed,Medium  Haul
-6,2,9E,4178,N839AY,JFK,ROC,58,264,06-01-2013 15:00,Endeavor Air Inc.,06-01-2013,03:34:00 PM,05:18:00 PM,On Time,Short Haul
19,41,UA,1205,N67058,EWR,IAH,204,1400,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,03:34:00 PM,06:48:00 PM,Delayed,Medium  Haul
41,60,B6,61,N283JB,JFK,FLL,177,1069,06-01-2013 14:00,Jetblue Airways,06-01-2013,03:38:00 PM,07:11:00 PM,Delayed,Medium  Haul
-7,-10,DL,1942,N326NB,EWR,ATL,126,746,06-01-2013 15:00,Delta Air Lines Inc.,06-01-2013,03:38:00 PM,06:05:00 PM,On Time,Medium  Haul
13,12,EV,3835,N14902,EWR,BNA,133,748,06-01-2013 15:00,Expressjet Airlines Inc.,06-01-2013,03:39:00 PM,05:11:00 PM,Delayed,Medium  Haul
-1,2,DL,2027,N337NW,JFK,FLL,173,1069,06-01-2013 15:00,Delta Air Lines Inc.,06-01-2013,03:39:00 PM,07:11:00 PM,On Time,Medium  Haul
-9,-12,9E,3427,N917XJ,JFK,IND,110,665,06-01-2013 15:00,Endeavor Air Inc.,06-01-2013,03:41:00 PM,06:14:00 PM,On Time,Medium  Haul
-3,-4,DL,2377,N370NW,LGA,MCO,155,950,06-01-2013 15:00,Delta Air Lines Inc.,06-01-2013,03:42:00 PM,06:46:00 PM,On Time,Medium  Haul
-7,-8,DL,1773,N3769L,JFK,SLC,289,1990,06-01-2013 15:00,Delta Air Lines Inc.,06-01-2013,03:43:00 PM,07:17:00 PM,On Time,Long Haul
-1,-19,AA,133,N338AA,JFK,LAX,332,2475,06-01-2013 15:00,American Airlines Inc.,06-01-2013,03:44:00 PM,06:51:00 PM,On Time,Long Haul
-3,12,DL,95,N387DA,JFK,ATL,139,760,06-01-2013 15:00,Delta Air Lines Inc.,06-01-2013,03:45:00 PM,06:42:00 PM,On Time,Medium  Haul
6,-18,UA,581,N462UA,EWR,BOS,37,200,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,03:45:00 PM,04:37:00 PM,Delayed,Short Haul
0,13,UA,1624,N78511,EWR,FLL,171,1065,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,03:45:00 PM,07:03:00 PM,On Time,Medium  Haul
21,16,EV,4349,N11164,EWR,ORF,55,284,06-01-2013 15:00,Expressjet Airlines Inc.,06-01-2013,03:46:00 PM,04:54:00 PM,Delayed,Short Haul
-4,-2,AA,1635,N5CYAA,JFK,SJU,201,1598,06-01-2013 15:00,American Airlines Inc.,06-01-2013,03:46:00 PM,08:48:00 PM,On Time,Long Haul
0,-15,9E,3355,N915XJ,JFK,MSP,152,1029,06-01-2013 15:00,Endeavor Air Inc.,06-01-2013,03:50:00 PM,06:05:00 PM,On Time,Medium  Haul
6,8,B6,703,N652JB,JFK,SJU,197,1598,06-01-2013 15:00,Jetblue Airways,06-01-2013,03:51:00 PM,08:47:00 PM,Delayed,Long Haul
7,19,9E,3635,N8883E,JFK,BWI,38,184,06-01-2013 15:00,Endeavor Air Inc.,06-01-2013,03:52:00 PM,05:22:00 PM,Delayed,Short Haul
-8,-5,MQ,3985,N633MQ,JFK,CVG,110,589,06-01-2013 16:00,Envoy Air,06-01-2013,03:52:00 PM,06:15:00 PM,On Time,Medium  Haul
-7,9,DL,847,N627DL,LGA,ATL,125,762,06-01-2013 16:00,Delta Air Lines Inc.,06-01-2013,03:53:00 PM,06:49:00 PM,On Time,Medium  Haul
-6,1,9E,3453,N930XJ,JFK,BOS,37,187,06-01-2013 16:00,Endeavor Air Inc.,06-01-2013,03:54:00 PM,05:33:00 PM,On Time,Short Haul
-1,-8,DL,1695,N366NW,LGA,TPA,168,1010,06-01-2013 15:00,Delta Air Lines Inc.,06-01-2013,03:54:00 PM,06:59:00 PM,On Time,Medium  Haul
-1,-3,DL,1771,N371NB,JFK,DTW,92,509,06-01-2013 15:00,Delta Air Lines Inc.,06-01-2013,03:54:00 PM,06:14:00 PM,On Time,Medium  Haul
-11,-14,MQ,4415,N711MQ,LGA,RDU,78,431,06-01-2013 16:00,Envoy Air,06-01-2013,03:54:00 PM,05:36:00 PM,On Time,Short Haul
-5,2,FL,620,N956AT,LGA,ATL,136,762,06-01-2013 16:00,Airtran Airways Corporation,06-01-2013,03:55:00 PM,06:36:00 PM,On Time,Medium  Haul
-5,-5,DL,4,N3752,JFK,MCO,145,944,06-01-2013 16:00,Delta Air Lines Inc.,06-01-2013,03:55:00 PM,07:07:00 PM,On Time,Medium  Haul
-4,-14,DL,1331,N382DA,JFK,DEN,238,1626,06-01-2013 16:00,Delta Air Lines Inc.,06-01-2013,03:56:00 PM,06:36:00 PM,On Time,Long Haul
-3,-7,AA,1467,N3FUAA,LGA,MIA,167,1096,06-01-2013 16:00,American Airlines Inc.,06-01-2013,03:57:00 PM,07:18:00 PM,On Time,Medium  Haul
-8,-15,YV,3771,N511MJ,LGA,IAD,46,229,06-01-2013 16:00,Mesa Airlines Inc.,06-01-2013,03:57:00 PM,05:14:00 PM,On Time,Short Haul
-2,17,B6,369,N665JB,LGA,PBI,161,1035,06-01-2013 16:00,Jetblue Airways,06-01-2013,03:58:00 PM,07:14:00 PM,On Time,Medium  Haul
0,-4,EV,4667,N11113,EWR,MSP,155,1008,06-01-2013 15:00,Expressjet Airlines Inc.,06-01-2013,03:59:00 PM,05:59:00 PM,On Time,Medium  Haul
19,22,9E,3523,N919XJ,JFK,ORD,122,740,06-01-2013 15:00,Endeavor Air Inc.,06-01-2013,03:59:00 PM,06:05:00 PM,Delayed,Medium  Haul
-10,8,DL,91,N175DN,JFK,LAS,321,2248,06-01-2013 16:00,Delta Air Lines Inc.,06-01-2013,04:00:00 PM,07:27:00 PM,On Time,Long Haul
0,13,DL,161,N912DE,JFK,MIA,175,1089,06-01-2013 16:00,Delta Air Lines Inc.,06-01-2013,04:00:00 PM,07:46:00 PM,On Time,Medium  Haul
-5,-15,DL,1508,N970DL,JFK,RSW,180,1074,06-01-2013 16:00,Delta Air Lines Inc.,06-01-2013,04:00:00 PM,07:29:00 PM,On Time,Medium  Haul
0,-15,UA,562,N416UA,EWR,ORD,117,719,06-01-2013 16:00,United Air Lines Inc.,06-01-2013,04:00:00 PM,05:19:00 PM,On Time,Medium  Haul
-8,-15,AA,341,N487AA,LGA,ORD,122,733,06-01-2013 16:00,American Airlines Inc.,06-01-2013,04:02:00 PM,05:45:00 PM,On Time,Medium  Haul
-7,-20,EV,5486,N759EV,LGA,PIT,65,335,06-01-2013 16:00,Expressjet Airlines Inc.,06-01-2013,04:03:00 PM,05:36:00 PM,On Time,Short Haul
-2,-9,9E,3325,N914XJ,JFK,DFW,209,1391,06-01-2013 16:00,Endeavor Air Inc.,06-01-2013,04:03:00 PM,07:16:00 PM,On Time,Medium  Haul
4,13,EV,3820,N22909,EWR,SDF,121,642,06-01-2013 16:00,Expressjet Airlines Inc.,06-01-2013,04:04:00 PM,06:28:00 PM,Delayed,Medium  Haul
-6,-15,9E,3689,N8423C,JFK,PHL,29,94,06-01-2013 16:00,Endeavor Air Inc.,06-01-2013,04:04:00 PM,05:17:00 PM,On Time,Short Haul
4,-9,AA,565,N3CLAA,JFK,DFW,211,1391,06-01-2013 16:00,American Airlines Inc.,06-01-2013,04:04:00 PM,07:06:00 PM,Delayed,Medium  Haul
-8,2,EV,4092,N13132,EWR,DAY,90,533,06-01-2013 16:00,Expressjet Airlines Inc.,06-01-2013,04:06:00 PM,06:13:00 PM,On Time,Medium  Haul
16,18,B6,917,N284JB,JFK,ORD,121,740,06-01-2013 15:00,Jetblue Airways,06-01-2013,04:06:00 PM,05:57:00 PM,Delayed,Medium  Haul
-2,20,B6,157,N766JB,JFK,MCO,158,944,06-01-2013 16:00,Jetblue Airways,06-01-2013,04:07:00 PM,07:30:00 PM,On Time,Medium  Haul
39,26,AA,85,N364AA,JFK,SFO,350,2586,06-01-2013 15:00,American Airlines Inc.,06-01-2013,04:09:00 PM,07:36:00 PM,Delayed,Long Haul
54,22,UA,1111,N31412,EWR,SFO,341,2565,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,04:09:00 PM,07:06:00 PM,Delayed,Long Haul
-5,-42,DL,1619,N377NW,LGA,MSP,146,1020,06-01-2013 16:00,Delta Air Lines Inc.,06-01-2013,04:10:00 PM,05:49:00 PM,On Time,Medium  Haul
-4,-19,9E,3387,N904XJ,JFK,RDU,75,427,06-01-2013 16:00,Endeavor Air Inc.,06-01-2013,04:11:00 PM,05:56:00 PM,On Time,Short Haul
-2,-4,MQ,4622,N544MQ,LGA,BNA,130,764,06-01-2013 16:00,Envoy Air,06-01-2013,04:18:00 PM,05:46:00 PM,On Time,Medium  Haul
31,16,WN,4215,N224WN,EWR,MDW,109,711,06-01-2013 15:00,Southwest Airlines Co.,06-01-2013,04:21:00 PM,05:26:00 PM,Delayed,Medium  Haul
2,-10,US,35,N547UW,JFK,PHX,290,2153,06-01-2013 16:00,Us Airways Inc.,06-01-2013,04:22:00 PM,07:49:00 PM,Delayed,Long Haul
1,-8,EV,4299,N26549,EWR,DCA,41,199,06-01-2013 16:00,Expressjet Airlines Inc.,06-01-2013,04:24:00 PM,05:22:00 PM,Delayed,Short Haul
-6,-15,DL,2231,N360NW,LGA,DTW,88,502,06-01-2013 16:00,Delta Air Lines Inc.,06-01-2013,04:24:00 PM,06:23:00 PM,On Time,Medium  Haul
-12,-35,B6,1176,N183JB,EWR,BOS,37,200,06-01-2013 16:00,Jetblue Airways,06-01-2013,04:27:00 PM,05:20:00 PM,On Time,Short Haul
0,-22,VX,27,N849VA,JFK,SFO,354,2586,06-01-2013 16:00,Virgin America,06-01-2013,04:30:00 PM,07:58:00 PM,On Time,Long Haul
1,-16,B6,675,N648JB,JFK,LAX,332,2475,06-01-2013 16:00,Jetblue Airways,06-01-2013,04:31:00 PM,07:36:00 PM,Delayed,Long Haul
-4,-23,MQ,3695,N504MQ,EWR,ORD,114,719,06-01-2013 16:00,Envoy Air,06-01-2013,04:31:00 PM,05:47:00 PM,On Time,Medium  Haul
1,8,UA,1178,N68160,EWR,IAH,214,1400,06-01-2013 16:00,United Air Lines Inc.,06-01-2013,04:31:00 PM,07:30:00 PM,Delayed,Medium  Haul
-3,-13,US,656,N667AW,EWR,PHX,294,2133,06-01-2013 16:00,Us Airways Inc.,06-01-2013,04:32:00 PM,07:47:00 PM,On Time,Long Haul
38,16,UA,1197,N71411,EWR,LAS,306,2227,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,04:33:00 PM,07:03:00 PM,Delayed,Long Haul
1,-7,UA,1719,N35260,EWR,CLE,65,404,06-01-2013 16:00,United Air Lines Inc.,06-01-2013,04:34:00 PM,06:07:00 PM,Delayed,Short Haul
20,1,WN,171,N458WN,EWR,DEN,228,1605,06-01-2013 16:00,Southwest Airlines Co.,06-01-2013,04:35:00 PM,06:46:00 PM,Delayed,Long Haul
-9,8,EV,4997,N713EV,EWR,DTW,86,488,06-01-2013 16:00,Expressjet Airlines Inc.,06-01-2013,04:36:00 PM,07:01:00 PM,On Time,Short Haul
41,39,B6,12,N328JB,JFK,SYR,50,209,06-01-2013 15:00,Jetblue Airways,06-01-2013,04:36:00 PM,05:54:00 PM,Delayed,Short Haul
-4,-4,MQ,4540,N734MQ,LGA,DTW,92,502,06-01-2013 16:00,Envoy Air,06-01-2013,04:36:00 PM,06:46:00 PM,On Time,Medium  Haul
46,25,UA,1200,N78524,EWR,SAN,330,2425,06-01-2013 15:00,United Air Lines Inc.,06-01-2013,04:36:00 PM,07:27:00 PM,Delayed,Long Haul
2,0,WN,891,N207WN,EWR,HOU,224,1411,06-01-2013 16:00,Southwest Airlines Co.,06-01-2013,04:37:00 PM,07:45:00 PM,Delayed,Medium  Haul
0,-7,WN,372,N915WN,LGA,STL,135,888,06-01-2013 16:00,Southwest Airlines Co.,06-01-2013,04:40:00 PM,06:28:00 PM,On Time,Medium  Haul
41,51,B6,509,N537JB,EWR,FLL,168,1065,06-01-2013 16:00,Jetblue Airways,06-01-2013,04:41:00 PM,07:54:00 PM,Delayed,Medium  Haul
14,16,UA,1262,N39450,EWR,MCO,148,937,06-01-2013 16:00,United Air Lines Inc.,06-01-2013,04:41:00 PM,07:35:00 PM,Delayed,Medium  Haul
-2,-13,AA,181,N320AA,JFK,LAX,338,2475,06-01-2013 16:00,American Airlines Inc.,06-01-2013,04:43:00 PM,07:52:00 PM,On Time,Long Haul
70,75,EV,4352,N11547,EWR,CVG,111,569,06-01-2013 15:00,Expressjet Airlines Inc.,06-01-2013,04:46:00 PM,06:59:00 PM,Delayed,Medium  Haul
12,13,EV,4411,N16561,EWR,MEM,160,946,06-01-2013 16:00,Expressjet Airlines Inc.,06-01-2013,04:46:00 PM,06:50:00 PM,Delayed,Medium  Haul
2,-20,UA,1163,N37255,EWR,SAT,234,1569,06-01-2013 16:00,United Air Lines Inc.,06-01-2013,04:46:00 PM,08:00:00 PM,Delayed,Long Haul
-1,-1,UA,627,N803UA,EWR,ORD,115,719,06-01-2013 16:00,United Air Lines Inc.,06-01-2013,04:47:00 PM,06:23:00 PM,On Time,Medium  Haul
-7,-39,DL,706,N336NB,JFK,AUS,226,1521,06-01-2013 16:00,Delta Air Lines Inc.,06-01-2013,04:48:00 PM,07:50:00 PM,On Time,Long Haul
-1,-36,AA,1790,N3AVAA,JFK,BOS,33,187,06-01-2013 16:00,American Airlines Inc.,06-01-2013,04:49:00 PM,05:44:00 PM,On Time,Short Haul
5,-15,DL,1473,N317NB,LGA,MEM,157,963,06-01-2013 16:00,Delta Air Lines Inc.,06-01-2013,04:50:00 PM,06:45:00 PM,Delayed,Medium  Haul
11,4,AA,773,N483AA,LGA,DFW,206,1389,06-01-2013 16:00,American Airlines Inc.,06-01-2013,04:51:00 PM,07:59:00 PM,Delayed,Medium  Haul
-9,-38,US,2136,N947UW,LGA,BOS,33,184,06-01-2013 17:00,Us Airways Inc.,06-01-2013,04:51:00 PM,05:37:00 PM,On Time,Short Haul
-2,-35,VX,413,N640VA,JFK,LAX,339,2475,06-01-2013 16:00,Virgin America,06-01-2013,04:53:00 PM,07:55:00 PM,On Time,Long Haul
-5,-25,9E,3375,N937XJ,JFK,SAT,250,1587,06-01-2013 16:00,Endeavor Air Inc.,06-01-2013,04:54:00 PM,08:21:00 PM,On Time,Long Haul
-6,-20,DL,1499,N610DL,LGA,ATL,124,762,06-01-2013 17:00,Delta Air Lines Inc.,06-01-2013,04:54:00 PM,07:23:00 PM,On Time,Medium  Haul
-6,-26,MQ,4323,N683MQ,JFK,ORF,52,290,06-01-2013 17:00,Envoy Air,06-01-2013,04:54:00 PM,06:14:00 PM,On Time,Short Haul
-5,-30,DL,329,N3759,JFK,SJU,196,1598,06-01-2013 17:00,Delta Air Lines Inc.,06-01-2013,04:55:00 PM,09:34:00 PM,On Time,Long Haul
-4,-27,UA,741,N831UA,LGA,ORD,115,733,06-01-2013 17:00,United Air Lines Inc.,06-01-2013,04:56:00 PM,06:12:00 PM,On Time,Medium  Haul
-3,-4,B6,15,N198JB,JFK,FLL,178,1069,06-01-2013 17:00,Jetblue Airways,06-01-2013,04:57:00 PM,08:10:00 PM,On Time,Medium  Haul
-3,-11,DL,127,N703TW,JFK,LAX,349,2475,06-01-2013 17:00,Delta Air Lines Inc.,06-01-2013,04:57:00 PM,08:25:00 PM,On Time,Long Haul
-7,-17,AA,1905,N4WLAA,EWR,DFW,215,1372,06-01-2013 17:00,American Airlines Inc.,06-01-2013,04:58:00 PM,07:53:00 PM,On Time,Medium  Haul
0,-30,DL,31,N721TW,JFK,SFO,348,2586,06-01-2013 17:00,Delta Air Lines Inc.,06-01-2013,05:00:00 PM,08:19:00 PM,On Time,Long Haul
1,-12,AA,257,N3GEAA,JFK,LAS,317,2248,06-01-2013 17:00,American Airlines Inc.,06-01-2013,05:01:00 PM,07:43:00 PM,Delayed,Long Haul
3,-7,DL,2042,N310DE,EWR,ATL,120,746,06-01-2013 17:00,Delta Air Lines Inc.,06-01-2013,05:03:00 PM,07:28:00 PM,Delayed,Medium  Haul
-3,-4,EV,4373,N18557,EWR,DCA,41,199,06-01-2013 17:00,Expressjet Airlines Inc.,06-01-2013,05:04:00 PM,06:11:00 PM,On Time,Short Haul
15,-22,B6,185,N661JB,JFK,SAN,326,2446,06-01-2013 16:00,Jetblue Airways,06-01-2013,05:05:00 PM,07:42:00 PM,Delayed,Long Haul
0,-1,EV,4316,N16170,EWR,BWI,39,169,06-01-2013 17:00,Expressjet Airlines Inc.,06-01-2013,05:06:00 PM,06:07:00 PM,On Time,Short Haul
-3,-14,AA,695,N3HPAA,JFK,AUS,216,1521,06-01-2013 17:00,American Airlines Inc.,06-01-2013,05:07:00 PM,08:01:00 PM,On Time,Long Haul
2,5,MQ,4410,N839MQ,JFK,DCA,58,213,06-01-2013 17:00,Envoy Air,06-01-2013,05:07:00 PM,06:35:00 PM,Delayed,Short Haul
-5,-30,DL,503,N3751B,JFK,SAN,333,2446,06-01-2013 17:00,Delta Air Lines Inc.,06-01-2013,05:10:00 PM,08:10:00 PM,On Time,Long Haul
3,-27,UA,531,N417UA,EWR,BOS,36,200,06-01-2013 17:00,United Air Lines Inc.,06-01-2013,05:10:00 PM,06:03:00 PM,Delayed,Short Haul
2,-7,US,1447,N187US,LGA,CLT,97,544,06-01-2013 17:00,Us Airways Inc.,06-01-2013,05:12:00 PM,07:08:00 PM,Delayed,Medium  Haul
3,-18,UA,1615,N14237,EWR,LAS,305,2227,06-01-2013 17:00,United Air Lines Inc.,06-01-2013,05:13:00 PM,07:47:00 PM,Delayed,Long Haul
-6,7,MQ,4479,N725MQ,LGA,RDU,86,431,06-01-2013 17:00,Envoy Air,06-01-2013,05:14:00 PM,07:12:00 PM,On Time,Short Haul
